title,abstract,true_group,prediccion_group,proba_cardiovascular,proba_hepatorenal,proba_neurological,proba_oncological
Cancer's ovarian cancer connection,"Hypothesis: ACE inhibitors improves hypertension outcomes via targeted therapy pathways. Methods: prospective trial with 487 diabetic patients, measuring multiple myeloma and immunotherapy. Results: significant improvement in primary endpoints. Conclusion: need for further investigation.",neurological,"hepatorenal, neurological",0.07339422,0.61348283,0.9199958,0.0027378025
Cognitive connections: colorectal cancer and epilepsy,Study design: retrospective investigation of metformin in cancer. Participants: 448 cardiac patients with peripheral neuropathy and reticular formation evaluation. Results: improved patient outcomes with autonomic neuropathy correlation. Conclusion: patient care improvement.,"cardiovascular, neurological",neurological,0.033367444,0.28173295,0.9807183,0.017047968
Sulfasalazine-induced lupus erythematosus.,"Pneumonitis, bilateral pleural effusions, echocardiographic evidence of cardiac tamponade, and positive autoantibodies developed in a 43-year-old man, who was receiving long-term sulfasalazine therapy for chronic ulcerative colitis. After cessation of the sulfasalazine and completion of a six-week course of corticosteroids, these problems resolved over a period of four to six months. It is suggested that the patient had sulfasalazine-induced lupus, which manifested with serositis and pulmonary parenchymal involvement in the absence of joint symptoms. Physicians who use sulfasalazine to treat patients with inflammatory bowel disease should be aware of the signs of sulfasalazine-induced lupus syndrome.","neurological, oncological","hepatorenal, neurological",0.003479083,0.76214224,0.9284903,0.47530743
The alpha3 and beta4 nicotinic acetylcholine receptor subunits are necessary for nicotine-induced seizures and hypolocomotion in mice.,"Binding of nicotine to nicotinic acetylcholine receptors (nAChRs) elicits a series of dose-dependent behaviors that go from altered exploration, sedation, and tremors, to seizures and death. nAChRs are pentameric ion channels usually composed of alpha and beta subunits. A gene cluster comprises the alpha3, alpha5 and beta4 subunits, which coassemble to form functional receptors. We examined the role of the beta4 subunits in nicotine-induced seizures and hypolocomotion in beta4 homozygous null (beta4 -/-) and alpha3 heterozygous (+/-) mice. beta4 -/- mice were less sensitive to the effects of nicotine both at low doses, measured as decreased exploration in an open field, and at high doses, measured as sensitivity to nicotine-induced seizures. Using in situ hybridization probes for the alpha3 and alpha5 subunits, we showed that alpha5 mRNA levels are unchanged, whereas alpha3 mRNA levels are selectively decreased in the mitral cell layer of the olfactory bulb, and the inferior and the superior colliculus of beta4 -/- brains. alpha3 +/- mice were partially resistant to nicotine-induced seizures when compared to wild-type littermates. mRNA levels for the alpha5 and the beta4 subunits were unchanged in alpha3 +/- brains. Together, these results suggest that the beta4 and the alpha3 subunits are mediators of nicotine-induced seizures and hypolocomotion.",neurological,"hepatorenal, neurological",0.053744808,0.58206964,0.9971082,0.01447235
Methylphenidate-induced obsessive-compulsive symptoms in an elderly man.,"An 82-year-old man with treatment-resistant depression and early Alzheimer's disease was started on methylphenidate. Significant obsessive-compulsive behavior ensued but diminished over several weeks when methylphenidate was replaced by fluvoxamine. The patient had no prior psychiatric history, but he had a sister with obsessive-compulsive disorder. It appears that methylphenidate precipitated the patient's pathological behavior.",oncological,oncological,0.0076561556,0.008379974,0.068019845,0.9994207
hepatitis and breast cancer: oncological odyssey,"Research question: How does aspirin affect stroke through malignant mechanisms? Methods: observational study with 247 diabetic patients, assessing neoplasm and acute lymphoblastic leukemia. Results: decreased mortality rates. Implications: clinical practice guidelines.",oncological,oncological,0.05911816,0.08671219,0.15475665,0.9712719
Amiodarone pulmonary toxicity.,"Amiodarone is an effective antiarrhythmic agent whose utility is limited by many side-effects, the most problematic being pneumonitis. The pulmonary toxicity of amiodarone is thought to result from direct injury related to the intracellular accumulation of phospholipid and T cell-mediated hypersensitivity pneumonitis. The clinical and radiographic features of amiodarone-induced pulmonary toxicity are characteristic but nonspecific. The diagnosis depends on exclusion of other entities, such as heart failure, infection, and malignancy. While withdrawal of amiodarone leads to clinical improvement in majority of cases, this is not always possible or advisable. Dose reduction or concomitant steroid therapy may have a role in selected patients.",neurological,neurological,0.0032169211,0.10543898,0.9999141,0.0038020443
Reduction of heparan sulphate-associated anionic sites in the glomerular basement membrane of rats with streptozotocin-induced diabetic nephropathy.,"Heparan sulphate-associated anionic sites in the glomerular basement membrane were studied in rats 8 months after induction of diabetes by streptozotocin and in age- adn sex-matched control rats, employing the cationic dye cuprolinic blue. Morphometric analysis at the ultrastructural level was performed using a computerized image processor. The heparan sulphate specificity of the cuprolinic blue staining was demonstrated by glycosaminoglycan-degrading enzymes, showing that pretreatment of the sections with heparitinase abolished all staining, whereas chondroitinase ABC had no effect. The majority of anionic sites (74% in diabetic and 81% in control rats) were found within the lamina rara externa of the glomerular basement membrane. A minority of anionic sites were scattered throughout the lamina densa and lamina rara interna, and were significantly smaller than those in the lamina rara externa of the glomerular basement membrane (p<0.001 and p<0.01 for diabetic and control rats, respectively). Diabetic rats progressively developed albuminuria reaching 40.3 (32.2-62.0) mg/24 h after 8 months in contrast to the control animals (0.8 (0.2-0.9) mg/24 h, p<0.002). At the same time, the number of heparan sulphate anionic sites and the total anionic site surface (number of anionic sites x mean anionic site surface) in the lamina rara externa of the glomerular basement membrane was reduced by 19% (p<0.021) and by 26% (p<0.02), respectively. Number and total anionic site surface in the remaining part of the glomerular basement membrane (lamina densa and lamina rara interna) were not significantly changed. We conclude that in streptozotocin-diabetic rats with an increased urinary albumin excretion, a reduced heparan sulphate charge barrier/density is found at the lamina rara externa of the glomerular basement membrane.","neurological, oncological","cardiovascular, neurological",0.6140887,0.07843046,0.9602349,0.0063328748
sciatica pathways in epilepsy,"Background: heart disease affects adult population worldwide, particularly involving paralysis and dysarthria. Methods: We conducted a randomized controlled study to evaluate metformin in 64 patients, examining gaba parameters. Results: positive treatment response. Conclusion: treatment optimization.",cardiovascular,neurological,0.30808818,0.42557028,0.8142905,0.033290993
albumin and coronary artery disease: vascular insights,Aim: To investigate metformin effects on stroke through pulmonary valve analysis. Methods: 239 adult population underwent cross-sectional evaluation with albumin and ventricular fibrillation assessment. Results: decreased mortality rates. Conclusion: patient care improvement.,neurological,neurological,0.14030936,0.029370554,0.9891414,0.060436115
hypertensive and cardiomyopathy: vascular insights,This investigation examined the effects of beta-blockers on heart disease in elderly patients. The research focused on cardiac and atrial flutter aspects of the disease. A total of 172 participants were enrolled in this longitudinal study. Results demonstrated improved patient outcomes with particular attention to myocardial infarction. These findings suggest treatment optimization.,"cardiovascular, oncological",cardiovascular,0.9970897,0.04803098,0.00587899,0.2446307
creatinine markers in epilepsy,"Research question: How does statins affect heart disease through pericardium mechanisms? Methods: cross-sectional study with 54 elderly patients, assessing liver fibrosis and hypertrophic cardiomyopathy. Results: improved patient outcomes. Implications: clinical practice guidelines.","cardiovascular, neurological",cardiovascular,0.9095651,0.070316926,0.25437737,0.08807987
stenosis markers in chronic kidney disease,Study design: observational investigation of ACE inhibitors in stroke. Participants: 393 cancer patients with congestive heart failure and aortic aneurysm evaluation. Results: enhanced therapeutic response with peripheral artery disease correlation. Conclusion: therapeutic innovation.,oncological,oncological,0.014731487,0.48313883,0.059011202,0.9926663
nonalcoholic steatohepatitis patterns in leukemia patients,Aim: To investigate ACE inhibitors effects on hypertension through reticular formation analysis. Methods: 72 cardiac patients underwent cross-sectional evaluation with creatinine and serotonin assessment. Results: significant improvement in primary endpoints. Conclusion: patient care improvement.,neurological,"cardiovascular, neurological",0.7586578,0.11361285,0.6264581,0.025289712
cancer through oncological lens,"Hypothesis: calcium channel blockers improves cancer outcomes via testicular cancer pathways. Methods: cross-sectional trial with 126 elderly patients, measuring breast cancer and metastatic. Results: better quality of life measures. Conclusion: patient care improvement.",cardiovascular,"cardiovascular, hepatorenal",0.9739885,0.77148896,0.020898916,0.024060337
Neural mechanisms of angina pectoris,"Hypothesis: ACE inhibitors improves hypertension outcomes via myelopathy pathways. Methods: cross-sectional trial with 67 cancer patients, measuring autonomic neuropathy and brain abscess. Results: reduction in adverse events. Conclusion: potential therapeutic benefits.",oncological,oncological,0.024899215,0.10684535,0.021264484,0.99735075
The 185delAG BRCA1 mutation originated before the dispersion of Jews in the diaspora and is not limited to Ashkenazim.,"The 185delAG mutation in BRCA1 is detected in Ashkenazi Jews both in familial breast and ovarian cancer and in the general population . All tested Ashkenazi mutation carriers share the same allelic pattern at the BRCA1 locus . Our previous study showed that this Ashkenazi mutation also occurs in Iraqi Jews with a similar allelic pattern . We extended our analysis to other non-Ashkenazi subsets  354 of Moroccan origin , 200 Yemenites and 150 Iranian Jews . Heteroduplex analysis complemented by direct DNA sequencing of abnormally migrating bands were employed . Four of Moroccan origin ( 1 . 1 % ) and none of the Yemenites or Iranians was a carrier of the 185delAG mutation . BRCA1 allelic patterns were determined for four of these individuals and for 12 additional non-Ashkenazi 185delAG mutation carriers who had breast / ovarian cancer . Six non-Ashkenazi individuals shared the common Ashkenazi haplotype , four had a closely related pattern , and the rest ( n = 6 ) displayed a distinct BRCA1 allelic pattern . We conclude that the 185delAG BRCA1 mutation occurs in some non-Ashkenazi populations at rates comparable with that of Ashkenazim . The majority of Jewish 185delAG mutation carriers have a common allelic pattern , supporting the founder effect notion , but dating the mutations origin to an earlier date than currently estimated . However , the different allelic pattern at the BRCA1 locus even in some Jewish mutation carriers , might suggest that the mutation arose independently . .",neurological,neurological,0.031020368,0.08215841,0.997301,0.014775784
ATM phosphorylates p95/nbs1 in an S-phase checkpoint pathway.,"The rare diseases ataxia-telangiectasia ( AT ) , caused by mutations in the ATM gene , and Nijmegen breakage syndrome ( NBS ) , with mutations in the p95 / nbs1 gene , share a variety of phenotypic abnormalities such as chromosomal instability , radiation sensitivity and defects in cell-cycle checkpoints in response to ionizing radiation . The ATM gene encodes a protein kinase that is activated by ionizing radiation or radiomimetic drugs , whereas p95 / nbs1 is part of a protein complex that is involved in responses to DNA double-strand breaks . Here , because of the similarities between AT and NBS , we evaluated the functional interactions between ATM and p95 / nbs1 . Activation of the ATM kinase by ionizing radiation and induction of ATM-dependent responses in NBS cells indicated that p95 / nbs1 may not be required for signalling to ATM after ionizing radiation . However , p95 / nbs1 was phosphorylated on serine 343 in an ATM-dependent manner in vitro and in vivo after ionizing radiation . A p95 / nbs1 construct mutated at the ATM phosphorylation site abrogated an S-phase checkpoint induced by ionizing radiation in normal cells and failed to compensate for this functional deficiency in NBS cells . These observations link ATM and p95 / nbs1 in a common signalling pathway and provide an explanation for phenotypic similarities in these two diseases . .","cardiovascular, neurological","cardiovascular, neurological",0.83757627,0.010963314,0.84149003,0.0020989298
Huntington disease and childhood-onset Tourette syndrome.,A 40-year-old man with childhood-onset Tourette syndrome ( TS ) developed Huntington disease ( HD ) . We believe this to be the first reported case of childhood-onset TS with adult onset HD . Discovery of other cases with both disorders may provide clues to the pathophysiology of both conditions . .,hepatorenal,hepatorenal,0.44722295,0.9389002,0.11892112,0.011904792
immunotherapy and colorectal cancer: brain insights,"Research question: How does aspirin affect diabetes through pyelonephritis mechanisms? Methods: prospective study with 96 elderly patients, assessing anuria and wilms tumor. Results: favorable safety profile. Implications: clinical relevance.",neurological,neurological,0.052961893,0.13773255,0.98494184,0.03007371
arrhythmia and myocardial infarction: vascular insights,"Hypothesis: calcium channel blockers improves heart disease outcomes via atherosclerosis pathways. Methods: cross-sectional trial with 254 cancer patients, measuring arterial and hypertension. Results: improved disease management. Conclusion: therapeutic innovation.",hepatorenal,hepatorenal,0.0051137563,0.9991524,0.015445546,0.06028346
Long-term follow-up of ifosfamide renal toxicity in children treated for malignant mesenchymal tumors: an International Society of Pediatric Oncology report.,"The renal function of 74 children with malignant mesenchymal tumors in complete remission and who have received the same ifosfamide chemotherapy protocol (International Society of Pediatric Oncology Malignant Mesenchymal Tumor Study 84 [SIOP MMT 84]) were studied 1 year after the completion of treatment. Total cumulative doses were 36 or 60 g/m2 of ifosfamide (six or 10 cycles of ifosfamide, vincristine, and dactinomycin [IVA]). None of them had received cisplatin chemotherapy. Ages ranged from 4 months to 17 years; 58 patients were males and 42 females. The most common primary tumor site was the head and neck. Renal function was investigated by measuring plasma and urinary electrolytes, glucosuria, proteinuria, aminoaciduria, urinary pH, osmolarity, creatinine clearance, phosphate tubular reabsorption, beta 2 microglobulinuria, and lysozymuria. Fifty-eight patients (78%) had normal renal tests, whereas 16 patients (22%) had renal abnormalities. Two subsets of patients were identified from this latter group: the first included four patients (5% of the total population) who developed major toxicity resulting in Fanconi's syndrome (TDFS); and the second group included five patients with elevated beta 2 microglobulinuria and low phosphate reabsorption. The remaining seven patients had isolated beta 2 microglobulinuria. Severe toxicity was correlated with the higher cumulative dose of 60 g/m2 of ifosfamide, a younger age (less than 2 1/2 years old), and a predominance of vesicoprostatic tumor involvement. This low percentage (5%) of TDFS must be evaluated with respect to the efficacy of ifosfamide in the treatment of mesenchymal tumors in children.",neurological,neurological,0.1122805,0.17225286,0.8620572,0.00815812
Hyponatremia and syndrome of inappropriate anti-diuretic hormone reported with the use of Vincristine: an over-representation of Asians?,"PURPOSE: This retrospective study used a pharmaceutical company's global safety database to determine the reporting rate of hyponatremia and/or syndrome of inappropriate secretion of anti-diuretic hormone (SIADH) among vincristine-treated patients and to explore the possibility of at-risk population subgroups. METHOD: We searched the Eli Lilly and Company's computerized adverse event database for all reported cases of hyponatremia and/or SIADH as of 1 November 1999 that had been reported during the use of vincristine. RESULTS: A total of 76 cases of hyponatremia and/or SIADH associated with vincristine use were identified. The overall reporting rate was estimated to be 1.3/100,000 treated patients. The average age of patients was 35.6 +/- 28.3 years, and 62% were males. Approximately 75% of the patients were receiving treatment for leukemia or lymphoma. Among the 39 reports that included information on race, the racial distribution was: 1 Black, 3 Caucasian, and 35 Asian. CONCLUSION: Our data suggest that Asian patients may be at increased risk of hyponatremia and/or SIADH associated with vincristine use. Although the overall reported rate of SIADH associated with vincristine is very low, physicians caring for Asian oncology patients should be aware of this potential serious but reversible adverse event.",hepatorenal,hepatorenal,0.0072447676,0.9997973,0.024954386,0.046074357
Chronic treatment with metformin suppresses toll-like receptor 4 signaling and attenuates left ventricular dysfunction following myocardial infarction.,"Acute treatment with metformin has a protective effect in myocardial infarction by suppression of inflammatory responses due to activation of AMP-activated protein kinase (AMPK). In the present study, the effect of chronic pre-treatment with metformin on cardiac dysfunction and toll-like receptor 4 (TLR4) activities following myocardial infarction and their relation with AMPK were assessed. Male Wistar rats were randomly assigned to one of 5 groups (n=6): normal control and groups were injected isoproterenol after chronic pre-treatment with 0, 25, 50, or 100mg/kg of metformin twice daily for 14 days. Isoproterenol (100mg/kg) was injected subcutaneously on the 13th and 14th days to induce acute myocardial infarction. Isoproterenol alone decreased left ventricular systolic pressure and myocardial contractility indexed as LVdp/dtmax and LVdp/dtmin. The left ventricular dysfunction was significantly lower in the groups treated with 25 and 50mg/kg of metformin. Metfromin markedly lowered isoproterenol-induced elevation in the levels of TLR4 mRNA, myeloid differentiation protein 88 (MyD88), tumor necrosis factor-alpha (TNF-a), and interleukin 6 (IL-6) in the heart tissues. Similar changes were also seen in the serum levels of TNF-a and IL-6. However, the lower doses of 25 and 50mg/kg were more effective than 100mg/kg. Phosphorylated AMPKa (p-AMPK) in the myocardium was significantly elevated by 25mg/kg of metformin, slightly by 50mg/kg, but not by 100mg/kg. Chronic pre-treatment with metformin reduces post-myocardial infarction cardiac dysfunction and suppresses inflammatory responses, possibly through inhibition of TLR4 activities. This mechanism can be considered as a target to protect infarcted myocardium.",cardiovascular,cardiovascular,0.9831424,0.08548476,0.021871075,0.09262639
chemotherapy and dementia: brain insights,Study design: observational investigation of beta-blockers in diabetes. Participants: 358 diabetic patients with cardiomyopathy and convulsion evaluation. Results: decreased mortality rates with coronary correlation. Conclusion: clinical practice guidelines.,cardiovascular,cardiovascular,0.8957983,0.08912101,0.3320336,0.0383348
hypertensive and lymphoma: vascular insights,"Research question: How does statins affect stroke through systolic mechanisms? Methods: retrospective study with 94 diabetic patients, assessing glomerular filtration rate and alt. Results: significant improvement in primary endpoints. Implications: safety considerations.","hepatorenal, neurological",hepatorenal,0.07774095,0.9140682,0.1797205,0.030552799
cancer and autonomic neuropathy: exploring neural pathways,"Background: dementia affects adult population worldwide, particularly involving kidney transplant and dystonia. Methods: We conducted a observational study to evaluate beta-blockers in 162 patients, examining neural parameters. Results: significant improvement in primary endpoints. Conclusion: safety considerations.",neurological,Ninguno,0.21352282,0.46003592,0.4023933,0.014047859
colorectal cancer pathways in prostate cancer,"Background: diabetes affects cardiac patients worldwide, particularly involving cholestasis and melanoma. Methods: We conducted a retrospective study to evaluate ACE inhibitors in 384 patients, examining chemotherapy parameters. Results: enhanced therapeutic response. Conclusion: safety considerations.","neurological, oncological","neurological, oncological",0.009090744,0.020006893,0.6348273,0.99256223
atrial fibrillation pathways in angina pectoris,Aim: To investigate statins effects on hypertension through blood vessel analysis. Methods: 279 diabetic patients underwent cross-sectional evaluation with bundle branch block and heart attack assessment. Results: reduction in adverse events. Conclusion: clinical practice guidelines.,hepatorenal,hepatorenal,0.0070234374,0.99301314,0.22252356,0.14581491
Inherited colorectal polyposis and cancer risk of the APC I1307K polymorphism.,"Germ-line and somatic truncating mutations of the APC gene are thought to initiate colorectal tumor formation in familial adenomatous polyposis syndrome and sporadic colorectal carcinogenesis , respectively . Recently , an isoleucine-- > lysine polymorphism at codon 1307 ( I1307K ) of the APC gene has been identified in 6 % -7 % of the Ashkenazi Jewish population . To assess the risk of this common APC allelic variant in colorectal carcinogenesis , we have analyzed a large cohort of unselected Ashkenazi Jewish subjects with adenomatous polyps and . or colorectal cancer , for the APC I1307K polymorphism . The APC I1307K allele was identified in 48 ( 10 . 1 % ) of 476 patients . Compared with the frequency in two separate population control groups , the APC I1307K allele is associated with an estimated relative risk of 1 . 5-1 . 7 for colorectal neoplasia ( both P = . 01 ) . Furthermore , compared with noncarriers , APC I1307K carriers had increased numbers of adenomas and colorectal cancers per patient ( P = . 03 ) , as well as a younger age at diagnosis . We conclude that the APC I1307K variant leads to increased adenoma formation and directly contributes to 3 % -4 % of all Ashkenazi Jewish colorectal cancer . The estimated relative risk for carriers may justify specific clinical screening for the 360 , 000 Americans expected to harbor this allele , and genetic testing in the setting of long-term-outcome studies may impact significantly on colorectal cancer prevention in this population .","cardiovascular, oncological",cardiovascular,0.97469985,0.15962487,0.45748207,0.014311696
lymphoma and gamma glutamyl transferase: organ interplay,"Hypothesis: calcium channel blockers improves stroke outcomes via hcc pathways. Methods: prospective trial with 268 elderly patients, measuring hepatocellular carcinoma and nephritis. Results: superior clinical efficacy. Conclusion: clinical relevance.",neurological,neurological,0.07872685,0.07658814,0.9985353,0.0046091257
Sinus arrest associated with continuous-infusion cimetidine.,"The administration of intermittent intravenous infusions of cimetidine is infrequently associated with the development of bradyarrhythmias. A 40-year-old man with leukemia and no history of cardiac disease developed recurrent, brief episodes of apparent sinus arrest while receiving continuous-infusion cimetidine 50 mg/hour. The arrhythmias were temporally related to cimetidine administration, disappeared after dechallenge, and did not recur during ranitidine treatment. This is the first reported case of sinus arrest associated with continuous-infusion cimetidine.","hepatorenal, neurological",neurological,0.01871425,0.014562091,0.99364185,0.27050516
Late-onset metachromatic leukodystrophy: molecular pathology in two siblings.,"We report on a new allele at the arylsulfatase A ( ARSA ) locus causing late-onset metachromatic leukodystrophy ( MLD ) . In that allele arginine84 , a residue that is highly conserved in the arylsulfatase gene family , is replaced by glutamine . In contrast to alleles that cause early-onset MLD , the arginine84 to glutamine substitution is associated with some residual ARSA activity . A comparison of genotypes , ARSA activities , and clinical data on 4 individuals carrying the allele of 81 patients with MLD examined , further validates the concept that different degrees of residual ARSA activity are the basis of phenotypical variation in MLD . .",hepatorenal,hepatorenal,0.41141498,0.7636159,0.24400443,0.070268765
stroke and hypertensive: cardiac connections,"Purpose: This randomized controlled study examined calcium channel blockers for hypertension in cardiac patients. The investigation included analysis of capillary, arterial, and ventricle. Methods: 494 participants were included. Results: superior clinical efficacy. Implications: potential therapeutic benefits.",neurological,"hepatorenal, neurological",0.030016009,0.5440401,0.9272926,0.30764377
"A large population-based follow-up study of trimethoprim-sulfamethoxazole, trimethoprim, and cephalexin for uncommon serious drug toxicity.","We conducted a population-based 45-day follow-up study of 232,390 people who were prescribed trimethoprim-sulfamethoxazole (TMP-SMZ), 266,951 prescribed trimethoprim alone, and 196,397 prescribed cephalexin, to estimate the risk of serious liver, blood, skin, and renal disorders resulting in referral or hospitalization associated with these drugs. The results were based on information recorded on office computers by selected general practitioners in the United Kingdom, together with a review of clinical records. The risk of clinically important idiopathic liver disease was similar for persons prescribed TMP-SMZ (5.2/100,000) and those prescribed trimethoprim alone (3.8/100,000). The risk for those prescribed cephalexin was somewhat lower (2.0/100,000). Only five patients experienced blood disorders, one of whom was exposed to TMP-SMZ; of seven with erythema multiforme and Stevens-Johnson syndrome, four were exposed to TMP-SMZ. The one case of toxic epidermal necrolysis occurred in a patient who took cephalexin. Finally, only five cases of acute parenchymal renal disease occurred, none likely to be caused by a study drug. We conclude that the risk of the serious diseases studied is small for the three agents, and compares reasonably with the risk for many other antibiotics.",neurological,neurological,0.16023266,0.036399677,0.97857195,0.029077455
Oncological frontiers: lymphoma,"Research question: How does aspirin affect dementia through sarcoma mechanisms? Methods: retrospective study with 80 elderly patients, assessing metastatic and neoplasm. Results: superior clinical efficacy. Implications: cost-effectiveness implications.",neurological,neurological,0.08141706,0.0078014806,0.99969506,0.012895119
Can angiogenesis be a target of treatment for ribavirin associated hemolytic anemia?,"BACKGROUND/AIMS: Recently ribavirin has been found to inhibit angiogenesis and a number of angiogenesis inhibitors such as sunitinib and sorafenib have been found to cause acute hemolysis. We aimed to investigate whether there is a relation between hemoglobin, haptoglobin and angiogenesis soluble markers which are modifiable and can help in developing strategies against anemia. METHODS: Fourteen patients chronically infected with hepatitis C virus were treated by pegylated interferon alpha 2a and ribavirin. Serum hemoglobin, haptoglobin and angiogenesis markers of vascular endothelial growth factor and angiopoetin-2 were investigated before and after therapy. RESULTS: We observed a significant decrease in haptoglobin levels at the end of the treatment period. Hemoglobin levels also decreased but insignificantly by treatment. In contrast with the literature, serum levels of angiogenesis factors did not change significantly by pegylated interferon and ribavirin therapy. We found no correlation of angiogenesis soluble markers with either hemoglobin or haptoglobin. CONCLUSION: This is the first study in the literature investigating a link between angiogenesis soluble markers and ribavirin induced anemia in patients with hepatitis C and we could not find any relation. Future research with larger number of patients is needed to find out modifiable factors that will improve the safety of ribavirin therapy.",neurological,neurological,0.005506022,0.022309603,0.9973148,0.0075651957
Acute neurologic dysfunction after high-dose etoposide therapy for malignant glioma.,"Etoposide (VP-16-213) has been used in the treatment of many solid tumors and hematologic malignancies. When used in high doses and in conjunction with autologous bone marrow transplantation, this agent has activity against several treatment-resistant cancers including malignant glioma. In six of eight patients (75%) who we treated for recurrent or resistant glioma, sudden severe neurologic deterioration occurred. This developed a median of 9 days after initiation of high-dose etoposide therapy. Significant clinical manifestations have included confusion, papilledema, somnolence, exacerbation of motor deficits, and sharp increase in seizure activity. These abnormalities resolved rapidly after initiation of high-dose intravenous dexamethasone therapy. In all patients, computerized tomographic (CT) brain scans demonstrated stability in tumor size and peritumor edema when compared with pretransplant scans. This complication appears to represent a significant new toxicity of high-dose etoposide therapy for malignant glioma.",neurological,neurological,0.061488423,0.19590242,0.9340733,0.11155021
Effects of dehydroepiandrosterone in amphetamine-induced schizophrenia models in mice.,"OBJECTIVE: To examine the effects of dehydroepiandrosterone (DHEA) on animal models of schizophrenia. METHODS: Seventy Swiss albino female mice (25-35 g) were divided into 4 groups: amphetamine-free (control), amphetamine, 50, and 100 mg/kg DHEA. The DHEA was administered intraperitoneally (ip) for 5 days. Amphetamine (3 mg/kg ip) induced hyper locomotion, apomorphine (1.5 mg/kg subcutaneously [sc]) induced climbing, and haloperidol (1.5 mg/kg sc) induced catalepsy tests were used as animal models of schizophrenia. The study was conducted at the Animal Experiment Laboratories, Department of Pharmacology, Medical School, Eskisehir Osmangazi University, Eskisehir, Turkey between March and May 2012. Statistical analysis was carried out using Kruskal-Wallis test for hyper locomotion, and one-way ANOVA for climbing and catalepsy tests. RESULTS: In the amphetamine-induced locomotion test, there were significant increases in all movements compared with the amphetamine-free group. Both DHEA 50 mg/kg (p<0.05), and 100 mg/kg (p<0.01) significantly decreased all movements compared with the amphetamine-induced locomotion group. There was a significant difference between groups in the haloperidol-induced catalepsy test (p<0.05). There was no significant difference between groups in terms of total climbing time in the apomorphine-induced climbing test (p>0.05). CONCLUSION: We observed that DHEA reduced locomotor activity and increased catalepsy at both doses, while it had no effect on climbing behavior. We suggest that DHEA displays typical neuroleptic-like effects, and may be used in the treatment of schizophrenia.","cardiovascular, neurological",cardiovascular,0.97986495,0.06610459,0.34394503,0.0033085332
azotemia patterns in lung cancer patients,"Hypothesis: metformin improves cancer outcomes via acoustic neuroma pathways. Methods: cross-sectional trial with 366 elderly patients, measuring renal cell carcinoma and hemodialysis. Results: significant improvement in primary endpoints. Conclusion: cost-effectiveness implications.",hepatorenal,"hepatorenal, neurological",0.0020245817,0.9993934,0.63483065,0.13398838
beta-blockers and lymphoma: brain insights,"Hypothesis: beta-blockers improves dementia outcomes via smooth muscle pathways. Methods: randomized controlled trial with 317 cardiac patients, measuring heart rate and astrocytoma. Results: decreased mortality rates. Conclusion: safety considerations.",neurological,neurological,0.22414583,0.15083814,0.9774715,0.15737641
A novel frameshift mutation in the McLeod syndrome gene in a Japanese family.,"We report a novel mutation in the XK gene ( XK ) in a Japanese patient with McLeod syndrome . A 50-year-old man showed progressive muscular atrophy , choreic movement , elevated level of serum creatinine kinase , and acanthocytosis . The expression level of all the Kell antigens in erythrocyte was decreased and molecular analysis revealed a single-base ( T ) deletion at the nucleotide position 1095 in XK . This deletion caused a frameshift in translation , leading to a premature stop codon at the amino acid position 408 . We conclude this single-base deletion causes defective Kx protein , which is responsible for the McLeod phenotype in this patient . .",hepatorenal,hepatorenal,0.0018745362,0.99955463,0.0119298585,0.07857496
immunotherapy and lymphoma: brain insights,"Hypothesis: statins improves diabetes outcomes via tics pathways. Methods: randomized controlled trial with 301 diabetic patients, measuring glutamate and myasthenia gravis. Results: improved patient outcomes. Conclusion: safety considerations.",neurological,neurological,0.022181932,0.47046888,0.8100194,0.3947144
Kidney dynamics in heart failure,Aim: To investigate aspirin effects on heart disease through esrd analysis. Methods: 394 diabetic patients underwent retrospective evaluation with polycystic kidney disease and alkaline phosphatase assessment. Results: improved patient outcomes. Conclusion: need for further investigation.,neurological,neurological,0.019987311,0.009075752,0.99966246,0.0052501787
epilepsy and primary biliary cholangitis: organ interplay,"Research question: How does statins affect dementia through gamma glutamyl transferase mechanisms? Methods: cross-sectional study with 246 adult population, assessing chronic myeloid leukemia and liver. Results: better quality of life measures. Implications: patient care improvement.","hepatorenal, neurological","hepatorenal, neurological",0.15730014,0.97077924,0.6620444,0.009603128
blood urea nitrogen pathways in chronic kidney disease,"Purpose: This longitudinal study examined aspirin for cancer in cardiac patients. The investigation included analysis of liver transplant, cholecystitis, and nephrotic syndrome. Methods: 80 participants were included. Results: positive treatment response. Implications: potential therapeutic benefits.",neurological,neurological,0.064991005,0.05524267,0.98399085,0.028358608
